"Table 3.13 Deliveries of petroleum products for inland consumption, monthly data (thousand tonnes) ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
December 2017,5609.96,239.22,129.41,105.18,977.62,910.31,346.84,2197.48,456.64,42.16,35.53,94.16
January 2018,5298.41,309.15,137.36,130,922.24,978.81,417.69,1844.2,299.39,53.17,20.82,87.78
February 2018,5300.5,255.84,109.89,83.04,949.3,830.82,422.25,2147.62,250.81,46.76,35.69,104.98
March 2018,5171.24,287.59,127.39,126.19,827.17,946.34,394.01,1839.38,349.37,33.01,34.96,120.99
April 2018,5742.2,320.06,127.39,73.51,977.1,1047.37,294.34,2181.62,453.85,39.91,24.87,130.22
May 2018,5655.89,265.54,121.97,112.03,982.95,1039.58,192.62,2028.13,570.58,35.11,35.78,148.54
June 2018,5624.12,283.32,117.11,71.51,1050.23,1064.09,122.8,2201.1,381.79,33.13,39.48,149.52
July 2018,5669.65,288.18,126.61,91.91,968.32,1179.66,118.32,2050.64,551.49,43.4,34.41,159.97
August 2018,5676.95,221.25,107.8,98.24,971.98,1164.44,172.59,2042.88,518.44,65.77,26.89,171.93
September 2018,5761.1,261.21,93.94,106.98,996.84,1072.61,308.52,2078.16,554.54,36.53,30.26,135.24
October 2018,5631.11,222.13,121.99,91.96,914.93,1027.36,348.88,2009.53,590.48,53.3,35.02,154.09
November 2018,5506.9,204.1,129.55,97.83,1056.81,832.99,435.89,2239.96,262.48,36.26,27.69,128.45
December 2018,5498.47,246.32,124.9,97.59,966.13,1093.09,261.5,2139.9,287.13,30.22,23.6,109.75
January 2019,5438.15,251.76,131.58,112,983.68,963.12,402.72,1921.36,386.78,24.43,33.34,106.18
February 2019,5112.66,273.09,92.57,72.08,941.26,851.85,332.9,1959.03,334.34,17.84,28.88,124.33
March 2019,5244.92,285.42,120.71,114.74,899.57,1103.31,247.45,1852.17,331,15.79,38.72,168.64
April 2019,5670.98,251.5,106.39,119.72,963.93,1029.88,270.95,2107.39,559.82,16.31,29.78,160.73
May 2019,5649.95,329.84,122.2,138.36,990.99,1089.73,206.26,1912.94,550.62,14.65,32.33,140.38
June 2019,5390.03,222.42,105.39,104.77,1026.1,1114.21,175.34,2016.81,363.38,14.61,32.33,124.44
July 2019,5320.98,271.38,119.55,113.17,955.89,1055.49,118.53,1928.87,461.33,18.65,27.86,154.93
August 2019,5161.04,133.41,63.48,117.83,1007.08,888.29,263.11,2031.01,414.27,15.5,25.89,159.3
September 2019,5474.81,148.01,31.06,104.14,992.45,1158.32,255.43,1988.14,513.99,14.47,29.52,151.33
October 2019,5411.37,209.66,25.72,94.3,974.9,1019.23,305.85,2116.58,419.88,18.4,30.18,136.18
November 2019,4762.79,250.04,39.69,76.41,997.57,765.51,348.99,1641.19,413.38,21.09,23.82,133.16
December 2019,5542,269.11,47.51,98.9,1040.72,1032.69,408.26,2014.7,422.28,20.26,25.52,102.92
January 2020,5338.93,290.09,92.92,182.03,937.46,920.91,444.76,1943.73,248.6,89.24,27.51,98.05
February 2020,5243.74,258.41,119.56,166.06,946.32,947.43,396.31,1991.23,200.54,17.99,22.56,103.34
March 2020,5207.24,272.88,98.83,82.61,941.06,640.52,537.51,2052.32,331.16,25.53,24.57,134.83
April 2020,3086.8,200.71,96.95,75.6,541.19,227.53,285.82,1198.77,276.75,16.4,20.85,55.13
May 2020,2753.31,203.74,86,177.06,304.14,170.35,325.74,993.3,307.06,22.3,15.92,99.42
June 2020,3372.7,182.95,94.09,140.94,639.76,188.35,127.62,1320.18,418.71,17.29,19.93,164.19
July 2020,4145.62,214.94,94.03,132.42,716.37,294.9,100.38,1861.52,441.02,23.38,25.91,162.34
August 2020,4238.55,221.99,62.58,71.78,858.66,407.21,57.6,1795.69,488.97,16.75,23.42,164.34
September 2020,4628.43,210.15,76.28,133.27,868.6,395.09,217.52,1770.19,657.08,18.1,29.29,152.44
October 2020,4460.23,222.76,106.89,30.87,896.9,373.27,270.84,1807.76,486.6,23.45,29.14,163.47
November 2020,4206.85,219.86,90.15,32.22,799.59,344.28,260.7,1816.9,390.51,20,26.14,157.07
December 2020,4061.74,240,96.43,48.17,691.61,304.74,443.88,1731.7,284.4,20.36,27.79,116.27
January 2021,3715.78,234.86,113.7,11.77,719.9,254.14,424.21,1449.29,305.45,34.18,20.08,82.29
February 2021,3602.91,243.8,104.21,21.84,524.6,215.03,439.04,1531.81,305.5,32.22,22.7,112.71
March 2021,3831.49,261.1,117.73,21.36,585.07,259.24,359.91,1584.55,359.35,35.46,27.12,172.84
April 2021,4181.32,222.12,56.22,43.33,777.34,261.74,319.09,1749.74,448.65,33.06,22.12,189.27
May 2021,4244.34,198.29,36.57,15.08,914.75,273.15,258.89,1878.1,400.51,33.32,26.18,151.65
June 2021,4331.41,196.66,32.41,21.69,959.79,315.66,147.54,1928.43,412.27,27.88,22.42,188.99
July 2021,4303.23,209.77,78.43,2.48,941.29,392.3,78.55,1866.99,471.24,20.15,25.6,159.6
August 2021,4512.12,189.74,91.71,2.14,963.42,545.56,56.28,2060.9,283.19,38.81,23.94,182.09
September 2021,4778.93,195.53,91.26,8.96,959.92,487.64,259.98,1872.11,613.79,26.27,20.5,167.62
October 2021,4777.63,221.06,79.97,1.9,941.44,572.23,336.99,1956.57,388.65,28.15,39.27,155.12
November 2021,4685.27,265.86,65.33,0.52,924.92,530.52,297.06,1946.17,383.13,28.37,20.22,164.05
December 2021,4870.87,262.92,83.03,3.76,947.06,715.73,298.56,1987.96,339.48,23.55,24.23,110.54
January 2022,4129.69,283.53,56.72,0.14,843.81,493.11,358.03,1591.75,304.12,29.11,19.08,97.64
February 2022,4456.5,273.56,50.19,4.11,867.86,492.51,400.74,1862.54,302.04,13.08,20.57,111
March 2022,4608.63,291.27,67.7,2.55,857.74,635.87,225.33,1939.11,308.93,19.48,27.62,168.07
April 2022,4573.07,230.33,51.55,11.03,874.74,834.27,159.67,1951.5,228.18,17.93,35.45,121.01
May 2022,4799.83,231.51,49.42,1.65,974.74,907.73,101.96,2024.93,193.83,66.76,25.87,162.3
June 2022,4544.84,185.3,71.95,6.17,973.12,872.53,111.19,1871.17,226.29,17.86,29.61,129.72
July 2022,4583.35,225.65,67.32,1.7,885.29,979.14,81.53,1845.91,247.41,24.93,22.05,132.65
August 2022,4887.97,225.82,60.4,1.19,941.23,1007.3,134.17,1940.4,313.82,20.99,28.76,140.86
September 2022,4673.21,209.14,57.82,4.8,927.33,914.36,201.28,1898.73,216.1,38.03,18.73,143.72
October 2022,4834.28,213.14,49.77,5.19,955.47,896.14,243.52,1943.27,230.85,17.71,18.59,130.85
November 2022,4581.72,193.77,62.07,1.96,934.46,742.97,250.09,1950.05,206.23,23.01,14.69,129.19
December 2022,4741.77,223.38,60.72,5.09,931.5,774.06,417.99,1839.9,221.81,13.85,17.47,96.45
January 2023,4462.37,253.85,43.77,4.89,930,771.77,307.81,1811.48,101.91,13.93,30.82,103.74
February 2023,4506.13,234.14,45.47,3.2,980.88,744.83,341.26,1838.81,113.67,14.62,21.2,116.54
March 2023,4735.89,268.34,56.19,4.9,841.88,759.85,366.29,1955.64,244.51,16.62,22.86,146.63
April 2023,4403.11,204.72,47.84,0.58,913.51,878.24,194.96,1802.86,168.19,12.39,19.47,115.45
May 2023,4877.46,219.9,56.81,2.04,969.62,984.91,194.41,1958.79,194.01,13.99,68.7,124.61
June 2023,4885.47,198.04,56.29,11.18,981.15,1007.13,137.38,2088.25,158.1,10.99,24.71,152.24
July 2023,4710.19,157.23,58.42,7.89,985.16,1072.2,133.55,1867.83,161.28,36,19.9,157.21
August 2023,4793.67,148.22,54.66,3.51,978.52,1083.15,153.28,1856.27,244.09,15.47,26.52,142.03
September 2023,4851.69,174.33,47.84,9.97,992.28,1025.57,170.23,1895.13,247.47,14.37,21.82,136.88
October 2023,4863.62,189.46,60.12,33.09,988.54,1028.89,256.13,1906.54,198.18,11.58,19.99,125.45
November 2023,4689.52,171.46,54.47,12.86,956.5,878.11,311.63,1864.44,196.46,13.36,32.82,135.2
December 2023,4676.8,235.09,50.34,1.7,941.93,847.72,342.86,1965.18,141.45,10.24,17.09,79.93
January 2024,4576.47,230,45.82,5.72,948.57,837.65,387.94,1753.44,189.73,15.23,22.47,79.03
February 2024,4707.51,234.85,62.43,3.89,985.99,819.7,300.13,1968.84,116.31,10.23,13.59,123.51
March 2024,4617.57,219.8,77.7,3.46,906.89,909.23,303.61,1782.96,184.27,31.61,29.87,107.01
April 2024,4927.96,234.94,84.85,3.46,986.6,973.05,246.96,2056.55,143.67,15.49,19.81,134.11
May 2024,4982.52,186.32,73.49,5.06,984.41,1042.79,229.71,2052.12,125.91,13.72,27.8,111.47
June 2024,4775.63,174.4,84.87,0.09,1024.38,1050.76,114.66,1923.63,178.93,8.75,22.01,146.88
July 2024,5013.48,215.24,77.95,6.43,993.92,1197.62,165.74,1971.43,182.65,13.85,25.5,127.69
August 2024,5015.2,203.83,72.22,24.14,990.99,1163.61,207.56,1866.35,280.39,16.2,25.01,109.61
September 2024,4791.29,190.85,65.35,6.59,1020.98,1044.28,239.95,1753.13,267.82,14.51,24.14,113.72
October 2024,5131.1,175.56,55.84,15.8,1009.28,1118.97,299.95,2036.46,195.46,14.51,27.95,126.54
November 2024,4654.72,215.49,91.93,9.43,995.23,878.75,271.63,1748.11,141.85,110.25,26.31,112.52
December 2024,4725.65,271.73,58.63,0.42,985.87,926.71,347.63,1784.57,199.62,23.07,16.01,71.68
January 2025,4609.23,254.54,61.53,5.23,940.95,855.97,319.92,1822,194.65,13.46,16.39,68.39
February 2025,4750.95,234.94,57.01,3.35,1007.6,805.69,357.74,1914.67,156.39,22.73,24.4,93.58
March 2025,4566.3,213.92,48.28,7.17,940.33,927.83,320.44,1700.04,178.91,24.03,22.27,136.88
April 2025,4812.12,152.65,41.32,1.94,1034.91,1033.29,226.27,2016.49,107.63,20.26,19.05,116.22
May 2025,5129.78,157.9,41.89,0.89,1052.07,1071.27,233.4,2088.92,123.59,122.64,23.08,112.07
June 2025,4806.27,182.15,51.91,0.59,1102.31,1025.49,146.4,1924.9,99.83,64.31,25.35,131.2
July 2025,4761.92,163.74,55.67,3.09,951.12,1130.36,68.18,1887.28,237.9,35.49,28.25,133.03
August 2025,4787.07,145.42,37.67,4.87,1021.21,1118.41,168.85,1863.47,240.25,21.35,21.26,118.43
September 2025,4761.59,195.76,43.73,2.87,990.09,1045.44,253.41,1820.95,206.16,44.75,25.11,88.32
October 2025 [provisional],4962.14,209.16,47.89,16.14,1058.35,1058.51,244.78,1860.45,235.06,40.16,25.51,125.07
