"2024 Form EIA-860 Data - Schedule 3, 'Fuel Switching Data' (Retired & Canceled Units Only)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,8,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2,2,1,1954,5,2013,NG,DFO,N,N,,,,,,,Y,Y,2, ,2, ,1H,,N,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,9,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2,2,1,1958,5,2013,NG,DFO,N,N,,,,,,,Y,Y,2, ,2, ,1H,,N,,Y,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,14,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,2,1972,10,2005,NG,DFO,,Y,NG,DFO,,,,,Y,,2, ,2, ,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,15,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,2,1972,10,2005,NG,DFO,,Y,NG,DFO,,,,,Y,,2, ,2, ,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,16,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,2,1972,10,2005,NG,DFO,,Y,DFO,NG,,,,,Y,,2, ,2, ,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,17,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,2,1972,10,2005,NG,DFO,,Y,NG,DFO,,,,,Y,,2, ,2, ,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,18,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,2,1972,10,2005,NG,DFO,,Y,NG,DFO,,,,,Y,,2, ,2, ,,,,,,
10376,Kissimmee Utility Authority,672,Hansel,FL,Osceola,21,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,35,30,38,2,1983,10,2012,NG,DFO,,Y,NG,DFO,,,,,Y,N,34, ,34, ,,,Y,Y,,
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,3,RE,Conventional Steam Coal,ST,Electric Utility,1,363.8,342,342,9,1982,4,2021,BIT,NG,Y,Y,BIT,NG,,,,,N,, , , , ,,,,,,
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,ST1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,103.5,85,85,2,1971,12,2015,NG,RFO,N,Y,NG,RFO,,,,,Y,Y,85,85,85,85,1H,1H,N,,,
10623,City of Lakeland - (FL),676,C D McIntosh Jr,FL,Polk,ST2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,126,106,106,6,1976,6,2020,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,106,106,103,103,1H,1H,N,,,
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,5,CN,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,212.5,156,183, , , , ,NG,DFO,,N,,,,,,,Y,, , , , ,,,Y,,,
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,16.3,12,14,2,1970,5,2017,NG,DFO,Y,N,,,,,,,Y,Y,12,14,12,14,1H,1H,Y,,Y,
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,GT2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27,24,26,9,1972,5,2017,NG,DFO,Y,N,,,,,,,Y,Y,22,27,22,27,1H,1H,Y,,Y,
18445,City of Tallahassee - (FL),688,Arvah B Hopkins,FL,Leon,GT5,CN,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60,42,48, , , , ,NG,DFO,,N,,,,,,,Y,Y, , , , ,,,Y,,,
18445,City of Tallahassee - (FL),689,S O Purdom,FL,Wakulla,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,15,10,10,12,1963,10,2017,NG,DFO,Y,N,,,,,,,Y,Y,10,10,10,10,UNK,UNK,N,,,
18445,City of Tallahassee - (FL),689,S O Purdom,FL,Wakulla,GT2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,15,10,10,5,1964,10,2018,NG,DFO,Y,N,,,,,,,Y,Y,10,10,10,10,UNK,UNK,N,,,
7140,Georgia Power Co,710,Jack McDonough,GA,Cobb,1,RE,Conventional Steam Coal,ST,Electric Utility,1,299.2,251,251,8,1963,2,2012,BIT,NG,N,Y,BIT,NG,,,,,,, , , , ,,,,,,
7140,Georgia Power Co,710,Jack McDonough,GA,Cobb,2,RE,Conventional Steam Coal,ST,Electric Utility,1,299.2,251,251,6,1964,9,2011,BIT,NG,N,Y,BIT,NG,,,,,,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,1,RE,Conventional Steam Coal,ST,Electric Utility,1,122.5,97,97,9,1950,4,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,2,RE,Conventional Steam Coal,ST,Electric Utility,1,122.5,103,103,11,1950,4,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,3,RE,Conventional Steam Coal,ST,Electric Utility,1,122.5,111,111,8,1952,4,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,4,RE,Conventional Steam Coal,ST,Electric Utility,1,156.2,133,133,6,1957,4,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,728,Yates,GA,Coweta,5,RE,Conventional Steam Coal,ST,Electric Utility,1,156.2,135,135,5,1958,4,2015,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
7140,Georgia Power Co,732,Boulevard,GA,Chatham,1,RE,Petroleum Liquids,GT,Electric Utility,1,15.6,14,18.6,9,1970,9,2022,DFO,NG,Y,N,,,,,,,Y,Y,14,18.6,14,18.6,1H,1H,N,,,
7140,Georgia Power Co,733,Kraft,GA,Chatham,4,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,126,115,115,3,1972,10,2015,NG,RFO,,N,,,,,,,Y,Y,115,115,115,115,UNK,UNK,N,,,
7140,Georgia Power Co,733,Kraft,GA,Chatham,PWA,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,18.5,17,20.3,6,1969,8,2016,NG,DFO,,N,,,,,,,Y,Y,17,17,17,17,1H,1H,N,,,
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IL,Putnam,1,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,75,68,70,6,1953,11,2019,RC,SUB,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
5517,Dynegy Midwest Generation Inc,892,Hennepin Power Station,IL,Putnam,2,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,231.3,218,225,5,1959,11,2019,RC,SUB,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,1,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,17.5,13.5,15.8,10,1970,1,2013,NG,DFO,,N,,,,,,,Y,N,13.5, ,13.5, ,UNK,,Y,Y,,
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,2,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,17.5,13.5,15.8,9,1970,1,2013,NG,DFO,,N,,,,,,,Y,N,13.5, ,13.5, ,UNK,,Y,Y,,
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,3,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,17.5,13.5,15.8,10,1970,1,2013,NG,DFO,,N,,,,,,,Y,N,13.5, ,13.5, ,UNK,,Y,Y,,
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,4,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,17.5,13.5,15.8,10,1970,1,2013,NG,DFO,,N,,,,,,,Y,N,13.5, ,13.5, ,UNK,,Y,Y,,
5517,Dynegy Midwest Generation Inc,897,Vermilion,IL,Vermilion,2,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,108.8,99,99,11,1956,11,2011,SUB,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
5517,Dynegy Midwest Generation Inc,897,Vermilion,IL,Vermilion,ST1,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,73.5,62,63,5,1955,11,2011,SUB,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
5517,Dynegy Midwest Generation Inc,898,Wood River,IL,Madison,4,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,112.5,89,91,6,1954,5,2016,RC,SUB,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
5517,Dynegy Midwest Generation Inc,898,Wood River,IL,Madison,5,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,387.6,371,374,7,1964,5,2016,RC,SUB,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
3037,City of Carlyle - (IL),936,Carlyle,IL,Clinton,1,RE,Petroleum Liquids,IC,Electric Utility,1,3,3,3,8,1971,8,2017,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,3,3,3,3,1H,6H,Y,Y,,
3040,City of Carmi - (IL),937,Carmi,IL,White,11,RE,Petroleum Liquids,IC,Electric Utility,1,2.7,2.7,2.7,12,1963,12,2019,DFO,NG,Y,Y,NG,DFO,,,,,Y,Y,2.67,2.67,2.67,2.67,1H,6H,Y,,,Y
3040,City of Carmi - (IL),937,Carmi,IL,White,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,0.6,0.5,0.5,12,1945,7,2013,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,0.47, ,0.47, ,1H,6H,Y,,,Y
8573,City of Highland,946,Highland,IL,Madison,IC5,RE,Petroleum Liquids,IC,Electric Utility,1,2,2,2,3,1967,3,2023,DFO,NG,Y,N,,,,,,,Y,Y,2,2,2,2,UNK,UNK,Y,Y,Y,
8573,City of Highland,946,Highland,IL,Madison,IC6,RE,Petroleum Liquids,IC,Electric Utility,1,2,2,2,1,1968,3,2023,DFO,NG,Y,N,,,,,,,Y,Y,2,2,2,2,UNK,UNK,Y,Y,Y,
13756,Northern Indiana Pub Serv Co,995,Bailly,IN,Porter,7,RE,Conventional Steam Coal,ST,Electric Utility,1,190.4,160,160,11,1962,6,2018,BIT,NG,Y,Y,BIT,NG,,,,,N,, , , , ,,,,,,
13756,Northern Indiana Pub Serv Co,995,Bailly,IN,Porter,8,RE,Conventional Steam Coal,ST,Electric Utility,1,413.1,320,320,7,1968,6,2018,BIT,NG,Y,Y,BIT,NG,,,,,N,, , , , ,,,,,,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,11,RE,Conventional Steam Coal,ST,Electric Utility,1,127.5,110,110,5,1970,9,2010,SUB,NG,,Y,NG,SUB,,,,,,, , , , ,,,,,,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,4,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,138.1,125,125,12,1956,9,2010,NG,SUB,,Y,NG,SUB,,,,,N,, , , , ,,,,,,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,5,RE,Conventional Steam Coal,ST,Electric Utility,1,128,125,125,5,1959,9,2010,SUB,NG,,Y,SUB,NG,,,,,,, , , , ,,,,,,
13756,Northern Indiana Pub Serv Co,996,Dean H Mitchell,IN,Lake,6,RE,Conventional Steam Coal,ST,Electric Utility,1,128,125,125,9,1959,9,2010,SUB,NG,,Y,SUB,NG,,,,,,, , , , ,,,,,,
15860,City of Rensselaer - (IN),1038,Rensselaer City Light Plant,IN,Jasper,14,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,5,4.8,4.8,7,1994,5,2021,NG,DFO,Y,N,,,,,,,Y,Y,4.8,4.8,4.8,4.8,1H,1H,N,,,
9417,Interstate Power and Light Co,1046,Dubuque,IA,Dubuque,ST2,RE,Conventional Steam Coal,ST,Electric Utility,1,15,11.8,13.2,1,1929,11,2010,SUB,NG,Y,N,SUB,BIT,NG,DFO,,,Y,Y,14, ,2, ,,,,,,
9417,Interstate Power and Light Co,1047,Lansing,IA,Allamakee,2,RE,Conventional Steam Coal,ST,Electric Utility,1,11.5,11,11.2,1,1949,11,2010,SUB,BIT,Y,Y,SUB,BIT,,,,,,, , , , ,,,,,,
9417,Interstate Power and Light Co,1047,Lansing,IA,Allamakee,3,RE,Conventional Steam Coal,ST,Electric Utility,1,37.5,29.4,29.5,1,1957,6,2013,SUB,BIT,Y,Y,SUB,BIT,,,,,,, , , , ,,,,,,
9417,Interstate Power and Light Co,1058,Sixth Street,IA,Linn,2,RE,Conventional Steam Coal,ST,Electric Utility,1,6,2.8,3.9,11,1930,11,2010,SUB,BIT,,Y,SUB,BIT,NG,,,,N,, , , , ,,,,,,
9417,Interstate Power and Light Co,1058,Sixth Street,IA,Linn,4,RE,Conventional Steam Coal,ST,Electric Utility,1,15,12.6,12.5,6,1942,11,2010,SUB,NG,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
9417,Interstate Power and Light Co,1058,Sixth Street,IA,Linn,7,RE,Conventional Steam Coal,ST,Electric Utility,1,15,14.7,7.8,3,1945,11,2010,SUB,NG,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
9417,Interstate Power and Light Co,1058,Sixth Street,IA,Linn,8,RE,Conventional Steam Coal,ST,Electric Utility,1,28.7,29.2,26.8,10,1950,11,2010,SUB,NG,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
9417,Interstate Power and Light Co,1073,Prairie Creek,IA,Linn,2,RE,Conventional Steam Coal,ST,Electric Utility,1,23, , ,5,1951,11,2010,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
12341,MidAmerican Energy Co,1081,Riverside,IA,Scott,3HS,RE,Conventional Steam Coal,ST,Electric Utility,1,5,4,4,5,1949,8,2013,SUB,NG,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,IA,Pottawattamie,1,RE,Conventional Steam Coal,ST,Electric Utility,1,49,37.4,37.4,3,1954,3,2015,SUB,NG,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,IA,Pottawattamie,2,RE,Conventional Steam Coal,ST,Electric Utility,1,81.6,80.8,80.8,10,1958,3,2015,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
12341,MidAmerican Energy Co,1091,George Neal North,IA,Woodbury,1,RE,Conventional Steam Coal,ST,Electric Utility,1,147,134.3,134.3,5,1964,4,2016,SUB,NG,N,Y,SUB,NG,,,,,N,, , , , ,,,,,,
309,City of Algona - (IA),1120,Algona,IA,Kossuth,3,RE,Petroleum Liquids,IC,Electric Utility,1,0.7,0.6,0.6,1,1938,9,2003,DFO,NG,,,,,,,,,Y,, , , , ,,,,,,
405,City of Alta - (IA),1121,Alta Municipal Utilities,IA,Buena Vista,3,RE,Petroleum Liquids,IC,Electric Utility,1,1.1,1,1.1,6,1990,11,2014,DFO,,N,N,,,,,,,Y,,1,1.1,1,1.1,UNK,UNK,Y,,,Y
965,Atlantic Municipal Utilities,1124,Atlantic,IA,Cass,1,RE,Petroleum Liquids,IC,Electric Utility,1,5.3,4,4,9,1966,12,2016,DFO,NG,Y,N,,,,,,,Y,Y,4,4,4,4,1H,1H,Y,Y,Y,
2287,City of Brooklyn - (IA),1128,Brooklyn,IA,Poweshiek,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,1,1.1,8,1964,9,2011,NG,DFO,Y,Y,NG,DFO,,,,,,, , , , ,,,,,,
5998,City of Estherville - (IA),1137,Estherville,IA,Emmet,6,RE,Petroleum Liquids,IC,Electric Utility,1,2, , ,1,1950,6,2013,DFO,,Y,N,,,,,,,Y,N,0,0,0,0,1H,1H,N,,,
9275,Indianola Municipal Utilities,1150,Indianola,IA,Warren,1,RE,Petroleum Liquids,IC,Electric Utility,1,0.8,0.6,0.6,1,1946,6,2012,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y, , , , ,6H,1H,N,,,
9275,Indianola Municipal Utilities,1150,Indianola,IA,Warren,2,RE,Petroleum Liquids,IC,Electric Utility,1,1.4,1.3,1.3,1,1949,6,2012,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y, , , , ,6H,1H,N,,,
9275,Indianola Municipal Utilities,1150,Indianola,IA,Warren,3,RE,Petroleum Liquids,IC,Electric Utility,1,1.1,1,1,1,1953,2,2006,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y, , , , ,6H,1H,N,,,
9275,Indianola Municipal Utilities,1150,Indianola,IA,Warren,4,RE,Petroleum Liquids,IC,Electric Utility,1,1.5,1.3,1.3,1,1961,6,2012,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y, , , , ,6H,1H,N,,,
9275,Indianola Municipal Utilities,1150,Indianola,IA,Warren,5,RE,Petroleum Liquids,IC,Electric Utility,1,4,4,4,1,1966,1,2021,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,3.7,3.9,3.7,3.9,6H,1H,N,,,
9275,Indianola Municipal Utilities,1150,Indianola,IA,Warren,6,RE,Petroleum Liquids,IC,Electric Utility,1,5.1,5,5,1,1970,1,2021,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,4.7,4.5,4.7,4.5,6H,1H,N,,,
10606,City of Lake Mills,1154,Lake Mills,IA,Winnebago,1A,RE,Petroleum Liquids,IC,Electric Utility,1,3,3,3,1,1969,10,2020,DFO,NG,Y,N,,,,,,,Y,Y,3,3,3,3,1H,1H,Y,,Y,
10606,City of Lake Mills,1154,Lake Mills,IA,Winnebago,5,RE,Petroleum Liquids,IC,Electric Utility,1,0.9,0.9,0.9,1,1956,10,2020,DFO,NG,Y,N,,,,,,,Y,Y,0.9,0.9,0.9,0.9,1H,1H,Y,,Y,
11611,City of Maquoketa - (IA),1162,Maquoketa 1,IA,Jackson,2,RE,Petroleum Liquids,IC,Electric Utility,1,0.8,0.6,0.6,11,1938,5,2002,DFO,,N,Y,,,,,,,,, , , , ,,,,,,
3258,Central Iowa Power Cooperative,1218,Fair Station,IA,Muscatine,1,RE,Conventional Steam Coal,ST,Electric Utility,1,25,23,24,1,1960,11,2013,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
3258,Central Iowa Power Cooperative,1218,Fair Station,IA,Muscatine,2,RE,Conventional Steam Coal,ST,Electric Utility,1,37.5,41,42,4,1967,11,2013,BIT,NG,,Y,BIT,NG,,,,,N,, , , , ,,,,,,
5860,Empire District Electric Co,1239,Riverton,KS,Cherokee,7,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,37.5,38,38,6,1950,9,2014,NG,BIT,,Y,NG,SUB,BIT,,,,N,, , , , ,,,,,,
5860,Empire District Electric Co,1239,Riverton,KS,Cherokee,8,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,50,54,54,6,1954,6,2015,NG,BIT,,Y,NG,SUB,BIT,,,,N,, , , , ,,,,,,
5860,Empire District Electric Co,1239,Riverton,KS,Cherokee,9,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,12.5,12,12,6,1964,6,2015,NG,DFO,,N,,,,,,,Y,N,12,12,12,12,UNK,UNK,Y,Y,,
22500,"Evergy Kansas Central, Inc",1250,Lawrence Energy Center,KS,Douglas,3,RE,Conventional Steam Coal,ST,Electric Utility,1,49,48,48,1,1955,11,2015,SUB,NG,N,Y,SUB,NG,,,,,N,, , , , ,,,,,,
22500,"Evergy Kansas Central, Inc",1252,Tecumseh Energy Center,KS,Shawnee,7,RE,Conventional Steam Coal,ST,Electric Utility,1,82,66,66,8,1957,10,2018,SUB,NG,Y,Y,SUB,NG,,,,,N,, , , , ,,,,,,
22500,"Evergy Kansas Central, Inc",1252,Tecumseh Energy Center,KS,Shawnee,8,RE,Conventional Steam Coal,ST,Electric Utility,1,150,130,130,4,1962,11,2015,SUB,NG,,Y,SUB,NG,,,,,N,, , , , ,,,,,,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,1,RE,Petroleum Liquids,IC,Electric Utility,1,0.6,0.6,0.6,8,1946,12,1998,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.6,0.6,0.6,0.6,1H,1H,N,,,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,2,RE,Petroleum Liquids,IC,Electric Utility,1,0.6,0.6,0.6,8,1946,12,1999,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.6,0.6,0.6,0.6,1H,1H,N,,,
1512,City of Belleville - (KS),1263,Belleville,KS,Republic,3,RE,Petroleum Liquids,IC,Electric Utility,1,0.3,0.3,0.3,8,1946,12,2001,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.3,0.3,0.3,0.3,1H,1H,N,,,
2551,City of Burlington - (KS),1266,Burlington (KS),KS,Coffey,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,1,1,7,1955,1,2022,NG,DFO,Y,N,,,,,,,Y,Y,1,1,1,1,1H,1H,Y,Y,,
3710,City of Clay Center - (KS),1270,Clay Center,KS,Clay,4,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,1.5,1.5,1.5,88,1942,1,2005,NG,DFO,N,Y,NG,DFO,,,,,Y,Y,1.5,1.5,1.5,1.5,1H,1H,N,,,
3913,City of Colby - (KS),1272,Colby City of,KS,Thomas,3,RE,Petroleum Liquids,IC,Electric Utility,1,2.5,1.8,1.8,7,1963,4,2018,DFO,NG,Y,Y,DFO,NG,,,,,Y,N,1.8,1.8,0,0,UNK,UNK,N,,,
8490,City of Herington - (KS),1283,Herington,KS,Dickinson,1,RE,Petroleum Liquids,IC,Electric Utility,1,2.1,1.6,1.8,2,1968,12,2013,DFO,NG,,N,,,,,,,Y,Y,1.6, ,1.8, ,,,N,,,
8490,City of Herington - (KS),1283,Herington,KS,Dickinson,2,RE,Petroleum Liquids,IC,Electric Utility,1,1.4,1,1.1,5,1962,12,2013,DFO,NG,,N,,,,,,,Y,Y,1, ,1.1, ,,,N,,,
8490,City of Herington - (KS),1283,Herington,KS,Dickinson,3,RE,Petroleum Liquids,IC,Electric Utility,1,4.3,3.1,3.5,5,1973,12,2013,DFO,NG,,N,,,,,,,Y,Y,3, ,3.5, ,,,N,,,
8490,City of Herington - (KS),1283,Herington,KS,Dickinson,5,RE,Petroleum Liquids,IC,Electric Utility,1,1.1,0.9,1,4,1951,12,2013,DFO,NG,,N,,,,,,,Y,Y,0.9, ,1.1, ,,,N,,,
8703,City of Hoisington - (KS),1286,Hoisington,KS,Barton,8,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,7,7,7,6,1981,6,2021,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6.38,6.38,6.38,6.38,1H,1H,N,,,
9011,City of Hugoton - (KS),1289,Hugoton 1,KS,Stevens,6,RE,Petroleum Liquids,IC,Electric Utility,1,1.4,1.2,1.2,1,1959,1,2011,DFO,NG,,Y,DFO,NG,,,,,Y,, , , , ,,,,,,
9732,City of Jetmore,1292,Jetmore,KS,Hodgeman,1,RE,Petroleum Liquids,IC,Electric Utility,1,1,1,1,1,1960,12,2014,DFO,NG,,Y,DFO,NG,,,,,Y,Y,1, ,1, ,1H,1H,Y,,,Y
9732,City of Jetmore,1292,Jetmore,KS,Hodgeman,2,RE,Petroleum Liquids,IC,Electric Utility,1,0.4,0.4,0.4,1,1951,12,2014,DFO,NG,,Y,DFO,NG,,,,,Y,Y,0.4, ,0.4, ,1H,1H,Y,,,Y
9732,City of Jetmore,1292,Jetmore,KS,Hodgeman,5,RE,Petroleum Liquids,IC,Electric Utility,1,1.5,1.5,1.5,1,1966,12,2014,DFO,NG,,Y,DFO,NG,,,,,Y,Y,1.5, ,1.5, ,1H,1H,Y,,,Y
9996,City of Kansas City - (KS),1295,Quindaro,KS,Wyandotte,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,17.9,13,13,6,1969,2,2016,NG,DFO,N,N,,,,,,,Y,N,13,13,13,13,1H,1H,N,,,
10321,City of Kingman - (KS),1296,Kingman Municipal Power and Light Plant,KS,Kingman,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1,0.8,0.9,5,1953,6,2008,NG,DFO,Y,N,,,,,,,Y,,0.8, ,0.8, ,,,Y,Y,,
10559,City of La Crosse - (KS),1297,La Crosse,KS,Rush,3,RE,Petroleum Liquids,IC,Electric Utility,1,0.6,0.6,0.6,9,1950,12,1992,DFO,NG,Y,N,,,,,,,Y,,0.6, , , ,,,,,,
12208,City of McPherson - (KS),1305,McPherson 2,KS,McPherson,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,32,26.6,26.6,6,1963,12,2006,NG,RFO,Y,N,,,,,,,Y,,26, ,22, ,,,N,,,
13095,City of Mulvane - (KS),1308,Mulvane Power Plant,KS,Sumner,3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.2,1.2,8,1963,1,2016,NG,DFO,Y,,,,,,,,Y,Y,1.2,1.2,1.2,1.2,1H,1H,N,,,
13095,City of Mulvane - (KS),1308,Mulvane Power Plant,KS,Sumner,4,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.2,1.2,5,1958,1,2016,NG,DFO,,,,,,,,,Y,,1.2,1.2,1.2,1.2,1H,1H,N,,,
13095,City of Mulvane - (KS),1308,Mulvane Power Plant,KS,Sumner,6,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,1.9,2,11,1967,1,2016,NG,DFO,,,,,,,,,Y,Y,1.9,2,1.9,2,1H,1H,N,,,
13948,City of Oberlin - (KS),1312,Oberlin (KS),KS,Decatur,1,RE,Petroleum Liquids,IC,Electric Utility,1,1.1,0.9,0.9,1,1956,5,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.7,0.7,0.7,0.7,1H,1H,Y,Y,,
13948,City of Oberlin - (KS),1312,Oberlin (KS),KS,Decatur,2,RE,Petroleum Liquids,IC,Electric Utility,1,0.8,0.6,0.6,1,1954,5,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.5,0.5,0.5,0.5,1H,1H,Y,Y,,
13948,City of Oberlin - (KS),1312,Oberlin (KS),KS,Decatur,4,RE,Petroleum Liquids,IC,Electric Utility,1,1.5,1.2,1.2,10,1967,5,2024,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,1.1,1.1,1.1,1.1,1H,1H,Y,Y,,
