"2024 Form EIA-860 Data - Schedule 3, 'Fuel Switching Data' (Retired & Canceled Units Only)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
20397,City of West Point - (NE),2313,West Point Municipal,NE,Cuming,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,4.1,4.1,4.1,6,1971,11,2018,NG,DFO,Y,Y,NG,DFO,,,,,N,, , , , ,,,,,,
13407,Nevada Power Co,2322,Clark (NVE),NV,Clark,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,50,42,42,12,1955,9,2005,NG,RFO,N,Y,NG,RFO,,,,,Y,,42, ,42, ,UNK,,,,,
13407,Nevada Power Co,2322,Clark (NVE),NV,Clark,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,75,73,81,7,1961,9,2005,NG,RFO,N,N,,,,,,,Y,,73, ,73, ,UNK,,,,,
17166,Sierra Pacific Power Co,2336,Tracy,NV,Storey,ST1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,50,53,53,8,1963,12,2014,NG,,,N,,,,,,,Y,Y,53, ,53, ,6H,,Y,,Y,
17166,Sierra Pacific Power Co,2336,Tracy,NV,Storey,ST2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,75,83,83,10,1965,12,2014,NG,,,N,,,,,,,Y,Y,83, ,83, ,6H,,Y,,Y,
56606,Calpine New Jersey Generation LLC,2379,Carlls Corner,NJ,Cumberland,CA1,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,37.6,49.8,4,1973,6,2024,NG,KER,Y,N,,,,,,,Y,N,37.6,46.3,36.4,46.3,6H,6H,Y,,Y,
56606,Calpine New Jersey Generation LLC,2379,Carlls Corner,NJ,Cumberland,CA2,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,39.2,49.8,5,1973,6,2024,NG,KER,Y,N,,,,,,,Y,N,39.2,48.7,39.2,48.7,6H,6H,Y,,Y,
56606,Calpine New Jersey Generation LLC,2380,Cedar Station,NJ,Ocean,CED1,RE,Petroleum Liquids,GT,IPP Non-CHP,2,46,42.7,52.8,6,1972,5,2015,KER,,N,N,,,,,,,Y,N, , , , ,1H,1H,,,,
56606,Calpine New Jersey Generation LLC,2380,Cedar Station,NJ,Ocean,CED2,RE,Petroleum Liquids,GT,IPP Non-CHP,2,21.2,22.7,27.8,6,1972,5,2015,KER,,N,N,,,,,,,Y,N, , , , ,1H,1H,,,,
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,Salem,1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,81.6,78.9,79.5,12,1958,6,2014,NG,DFO,Y,,,,,,,,Y,N, , , , ,UNK,,Y,,Y,
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,Salem,6,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,73.5,81.2,82,12,1954,6,2014,NG,DFO,,,,,,,,,Y,N, , , , ,UNK,,Y,,Y,
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,Salem,CT1,CN,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,242,235,241.5, , , , ,NG,DFO,Y,N,,,,,,,Y,, , , , ,,,,,,
56606,Calpine New Jersey Generation LLC,2384,Deepwater,NJ,Salem,ST1,CN,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,214,198.5,198.5, , , , ,NG,DFO,Y,N,,,,,,,Y,, , , , ,,,,,,
63033,"Gilbert Power, LLC",2393,Gilbert,NJ,Hunterdon,C3,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,24,22,28,8,1970,5,2015,NG,DFO,N,N,,,,,,,Y,N,22,20,22,20,1H,1H,Y,Y,Y,
63033,"Gilbert Power, LLC",2393,Gilbert,NJ,Hunterdon,C4,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,24,22,28,7,1970,5,2015,NG,DFO,N,N,,,,,,,Y,N,22,20,22,20,1H,1H,Y,Y,Y,
65386,Burlington Generating Station,2399,PSEG Burlington Generating Station,NJ,Burlington,101,RE,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,44.8,49,52,6,1993,4,2004,NG,KER,,N,,,,,,,Y,,49, ,49, ,,,,,,
65386,Burlington Generating Station,2399,PSEG Burlington Generating Station,NJ,Burlington,102,RE,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,44.8,49,52,6,1993,4,2004,NG,KER,,N,,,,,,,Y,,49, ,49, ,,,,,,
65386,Burlington Generating Station,2399,PSEG Burlington Generating Station,NJ,Burlington,103,RE,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,44.8,49,52,6,1993,4,2004,NG,KER,,N,,,,,,,Y,,49, ,49, ,,,,,,
65386,Burlington Generating Station,2399,PSEG Burlington Generating Station,NJ,Burlington,104,RE,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,44.8,49,52,6,1993,4,2004,NG,KER,,N,,,,,,,Y,,49, ,49, ,,,,,,
65386,Burlington Generating Station,2399,PSEG Burlington Generating Station,NJ,Burlington,105,RE,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,44.9,49,52,6,1972,4,2004,NG,KER,,N,,,,,,,Y,,49, ,49, ,,,,,,
65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,10,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,146.2,122, ,5,1970,6,2012,NG,DFO,,N,,,,,,,Y,N,134, ,134, ,,,N,,,
65388,Kearny Generating Station,2404,PSEG Kearny Generating Station,NJ,Hudson,11,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,146.2,128, ,12,1969,6,2012,NG,DFO,,N,,,,,,,Y,N,134, ,134, ,,,N,,,
15296,New York Power Authority,2491,Charles Poletti,NY,Queens,6,RE,Petroleum Liquids,ST,Electric Utility,1,883,847,831,3,1977,2,2010,RFO,NG,,N,,,,,,,Y,Y,847, ,847, ,24H,,N,,,
4226,Consolidated Edison Co-NY Inc,2496,Hudson Avenue,NY,Kings,10,RE,Petroleum Liquids,ST,Electric Utility,1,60,64.3,65,11,1951,10,2004,RFO,NG,N,N,,,,,,,Y,,60, ,59, ,,,N,,,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT10,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,25,16,20.3,7,1969,5,2023,NG,KER,Y,N,,,,,,,Y,Y,16,22.3,16,22.3,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT11,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,25,16.4,22.4,6,1969,5,2023,NG,KER,Y,N,,,,,,,Y,Y,16.4,22.4,16.4,22.4,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT21,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.6,41.7,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,30.6,41.7,30.6,41.7,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT22,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,32,41.9,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,32,41.9,32,41.9,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT23,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.7,37.3,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,30.7,37.3,30.7,37.3,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT24,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.9,41.6,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,30.9,41.6,30.9,41.6,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT31,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,30.7,40.8,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,30.7,40.8,30.7,40.8,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT32,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,29.7,40.3,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,29.7,40.3,29.7,40.3,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT33,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9, , ,6,1969,11,2017,NG,KER,Y,N,,,,,,,Y,Y, , , , ,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT34,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,42.9,29.8,40.8,6,1969,12,2021,NG,KER,Y,N,,,,,,,Y,Y,29.8,40.8,29.8,40.8,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT4,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,21.1,12.9,15.6,6,1969,9,2020,NG,KER,Y,N,,,,,,,Y,Y,12.9,15.6,12.9,15.6,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT5,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,21.1,15.5,17.2,6,1969,9,2020,NG,KER,Y,N,,,,,,,Y,Y,15.5,17.2,15.5,17.2,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT6,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22,12.6,16.5,6,1969,9,2020,NG,KER,Y,N,,,,,,,Y,Y,12.6,16.5,12.6,16.5,1H,1H,Y,Y,Y,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT7,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,22, , ,6,1969,3,2017,NG,KER,Y,N,,,,,,,Y,Y, , , , ,,,N,,,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT8,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,25, , ,6,1969,10,2008,NG,KER,Y,N,,,,,,,Y,Y, , , , ,,,N,,,
61130,Ravenswood Operations LLC,2500,Ravenswood,NY,Queens,GT9,RE,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,25,16.3,22.8,6,1969,9,2020,NG,KER,Y,N,,,,,,,Y,Y,16.3,22.8,16.3,22.8,1H,1H,Y,Y,Y,
4226,Consolidated Edison Co-NY Inc,2502,Waterside,NY,New York,6,RE,Petroleum Liquids,ST,Electric Utility,1,74.8,69,68,7,1941,4,2005,RFO,NG,,N,,,,,,,Y,,68, ,59, ,,,N,,,
4226,Consolidated Edison Co-NY Inc,2502,Waterside,NY,New York,8,RE,Petroleum Liquids,ST,Electric Utility,1,62.5,49.8,49.6,6,1949,4,2005,RFO,NG,,N,,,,,,,Y,,48, ,45, ,,,N,,,
4226,Consolidated Edison Co-NY Inc,2502,Waterside,NY,New York,9,RE,Petroleum Liquids,ST,Electric Utility,1,62.5,48.4,49.4,10,1949,4,2005,RFO,NG,,N,,,,,,,Y,,48, ,45, ,,,N,,,
25,Greenidge Generation Holdings LLC,2527,Greenidge Generation LLC,NY,Yates,3,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,50,52,48.9,4,1950,12,2009,BIT,NG,,Y,BIT,NG,,,,,,, , , , ,,,,,,
65417,GB II New York LLC,2539,Bethlehem Energy Center,NY,Albany,1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,100,90,95,10,1952,12,2005,NG,RFO,Y,Y,NG,RFO,,,,,Y,N, , , , ,,,,,,
65417,GB II New York LLC,2539,Bethlehem Energy Center,NY,Albany,2,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,100,90,94,11,1952,12,2005,NG,RFO,Y,Y,NG,RFO,,,,,Y,N, , , , ,,,,,,
65417,GB II New York LLC,2539,Bethlehem Energy Center,NY,Albany,3,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,100,91,96,9,1953,12,2005,NG,RFO,Y,Y,NG,RFO,,,,,Y,N, , , , ,,,,,,
65417,GB II New York LLC,2539,Bethlehem Energy Center,NY,Albany,4,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,100,94,91,8,1954,12,2005,NG,RFO,Y,Y,NG,RFO,,,,,Y,N, , , , ,,,,,,
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,Rowan,7,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.8,25,30,7,1970,10,2012,NG,DFO,,N,,,,,,,Y,N,31, ,31, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,Rowan,8,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.8,25,30,7,1970,10,2012,NG,DFO,,N,,,,,,,Y,N,31, ,31, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2720,Buck,NC,Rowan,9,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.8,12,15,7,1970,10,2012,NG,DFO,,N,,,,,,,Y,N,31, ,31, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,Rockingham,4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.2,24,31,5,1968,10,2012,NG,DFO,,N,,,,,,,Y,N,30, ,30, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,Rockingham,5,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.2,24,31,5,1968,10,2012,NG,DFO,,N,,,,,,,Y,N,30, ,30, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2723,Dan River,NC,Rockingham,6,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27.4,24,31,7,1969,10,2012,NG,DFO,,N,,,,,,,Y,N,25, ,25, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,Gaston,10,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,33.8,22,30,7,1969,10,2012,NG,DFO,,N,,,,,,,Y,N,30, ,30, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,Gaston,11,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,33.8,20,30,7,1969,10,2012,NG,DFO,,N,,,,,,,Y,N,30, ,30, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,Gaston,8,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,33.8,20,20,7,1969,10,2012,NG,DFO,,N,,,,,,,Y,N,30, ,30, ,,,Y,Y,,
5416,"Duke Energy Carolinas, LLC",2732,Riverbend,NC,Gaston,9,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,33.8,22,30,7,1969,10,2012,NG,DFO,,N,,,,,,,Y,N,30, ,30, ,,,Y,Y,,
13949,City of Oberlin - (OH),2933,Oberlin (OH),OH,Lorain,5,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2,2,2,1,1951,3,2014,NG,DFO,,N,,,,,,,Y,Y,1.75,1.75,2,2,1H,1H,N,,,
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,OH,Richland,IC1,RE,Petroleum Liquids,IC,Electric Utility,1,3,3,3,5,1963,9,2019,DFO,NG,Y,Y,DFO,NG,,,,,N,, , , , ,,,,,,
14063,Oklahoma Gas & Electric Co,2951,Horseshoe Lake,OK,Oklahoma,6,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,163,170,170,4,1958,1,2024,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,158.5,158.5,150,150,UNK,UNK,Y,,,Y
15474,Public Service Co of Oklahoma,2963,Northeastern,OK,Rogers,4,RE,Conventional Steam Coal,ST,Electric Utility,1,473,460,460,9,1980,4,2016,SUB,NG,Y,Y,NG,SUB,,,,,N,, , , , ,,,,,,
22001,Sunbury Generation LP,3152,Sunbury Generation LP,PA,Snyder,1,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,89.1,80,80,11,1949,7,2014,BIT,WC,,Y,BIT,WC,PC,,,,N,, , , , ,,,,,,
22001,Sunbury Generation LP,3152,Sunbury Generation LP,PA,Snyder,2,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,89.1,80,80,9,1949,7,2014,BIT,WC,,Y,BIT,WC,PC,,,,N,, , , , ,,,,,,
6035,"Constellation Power, Inc",3159,Cromby Generating Station,PA,Chester,2,RE,Petroleum Liquids,ST,IPP Non-CHP,2,230,201,211,9,1955,12,2011,RFO,NG,,Y,NG,RFO,,,,,Y,Y,201, ,202, ,,,Y,,,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,66.8,50,63,8,1974,3,2020,NG,DFO,Y,N,,,,,,,Y,Y,50,63,50,63,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,66.8,50,63,8,1974,3,2020,NG,DFO,Y,N,,,,,,,Y,Y,50,63,50,63,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,5,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,66.8,51,66,3,1975,5,2018,NG,DFO,Y,N,,,,,,,Y,Y,49,66,49,66,1H,1H,Y,Y,Y,Y
3046,Duke Energy Progress - (NC),3250,Darlington County,SC,Darlington,7,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,66.8,47,61,6,1975,3,2020,NG,DFO,Y,N,,,,,,,Y,Y,47,65,47,65,1H,1H,Y,Y,Y,Y
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.1,30,30,4,1978,1,2007,NG,DFO,Y,N,,,,,,,Y,,30, ,30, ,,,,,,
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,5,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.1,30,30,2,1968,1,2007,NG,DFO,Y,N,,,,,,,Y,,30, ,30, ,,,,,,
5416,"Duke Energy Carolinas, LLC",3264,W S Lee,SC,Anderson,6,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,35.1,30,30,4,1968,1,2007,NG,DFO,,N,,,,,,,Y,,30, ,30, ,,,,,,
17539,"Dominion Energy South Carolina, Inc",3277,Burton,SC,Beaufort,1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,11.5,9,10,10,1961,1,2008,NG,DFO,,Y,NG,DFO,,,,,Y,,9, ,9, ,,,Y,,,Y
17539,"Dominion Energy South Carolina, Inc",3277,Burton,SC,Beaufort,2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,11.5,9,10,8,1963,1,2008,NG,DFO,,Y,NG,DFO,,,,,Y,,9, ,9, ,,,Y,,,Y
17539,"Dominion Energy South Carolina, Inc",3277,Burton,SC,Beaufort,3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,11.5,9,10,8,1963,1,2008,NG,DFO,,Y,NG,DFO,,,,,Y,,9, ,9, ,,,Y,,,Y
17539,"Dominion Energy South Carolina, Inc",3291,Parr GT,SC,Fairfield,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.6,13.5,17,7,1970,3,2023,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,13.5,17,13.5,17,6H,6H,N,,,
17539,"Dominion Energy South Carolina, Inc",3291,Parr GT,SC,Fairfield,GT2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.6,13.5,17,7,1970,3,2023,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,13.5,17,13.5,17,6H,6H,N,,,
17539,"Dominion Energy South Carolina, Inc",3291,Parr GT,SC,Fairfield,GT3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,22.3,16.5,19.5,6,1971,3,2023,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.5,19,16.5,19,6H,6H,N,,,
17539,"Dominion Energy South Carolina, Inc",3291,Parr GT,SC,Fairfield,GT4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,22.3,16.5,19.5,6,1971,3,2023,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.5,19,16.5,19,6H,6H,N,,,
17554,"South Carolina Genertg Co, Inc",3298,Williams,SC,Berkeley,1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.9,20,26,6,1972,9,2022,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,20,26,20,26,1H,1H,Y,Y,,Y
17554,"South Carolina Genertg Co, Inc",3298,Williams,SC,Berkeley,2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.9,20,26,6,1972,9,2022,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,20,26,20,26,1H,1H,Y,Y,,Y
19545,"Black Hills Power, Inc.",3325,Ben French,SD,Pennington,ST1,RE,Conventional Steam Coal,ST,Electric Utility,1,25,21.6,21.6,4,1960,3,2014,SUB,DFO,N,Y,SUB,DFO,NG,,,,Y,Y,21.6,21.6,21.6,21.6,1H,1H,Y,Y,,Y
13809,NorthWestern Energy - (SD),3344,Huron,SD,Beadle,2A,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,42.9,43.7,49,6,1991,12,2019,NG,DFO,Y,N,,,,,,,Y,Y,42.9,42.9,42.9,42.9,1H,1H,Y,Y,,
13809,NorthWestern Energy - (SD),3347,Redfield,SD,Spink,1,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.3,1.3,9,1962,6,2014,NG,DFO,,N,,,,,,,Y,Y,1, ,1, ,1H,1H,Y,Y,,
13809,NorthWestern Energy - (SD),3347,Redfield,SD,Spink,2,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.3,1.3,9,1962,6,2014,NG,DFO,,N,,,,,,,Y,Y,1, ,1, ,1H,1H,Y,Y,,
13809,NorthWestern Energy - (SD),3347,Redfield,SD,Spink,3,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.3,1.3,9,1962,6,2014,NG,DFO,,N,,,,,,,Y,Y,1, ,1, ,1H,1H,Y,Y,,
55983,Luminant Generation Company LLC,3454,North Lake,TX,Dallas,1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,176.8,175,175,12,1959,5,2009,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3454,North Lake,TX,Dallas,2,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,170.4,175,175,12,1961,5,2009,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3454,North Lake,TX,Dallas,3,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,361.3,365,365,7,1964,5,2009,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
17718,Southwestern Public Service Co,3485,Plant X,TX,Lamb,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,98,90,90,1,1953,12,2023,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,90,90,90,90,6H,1H,N,,,
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,122.5,115,115,7,1954,8,2012,NG,RFO,N,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3489,Eagle Mountain,TX,Tarrant,2,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,187.5,175,175,12,1956,8,2012,NG,RFO,N,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,2,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,18.4,17.5,17.5,7,1950,3,2004,NG,RFO,,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,3,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,46,43,42,7,1952,3,2004,NG,RFO,,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,4,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,75,70,77,6,1954,3,2004,NG,RFO,,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,5,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,170.4,175,175,6,1959,2,2012,NG,RFO,,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3492,Morgan Creek,TX,Mitchell,6,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,517.5,511,511,7,1966,2,2012,NG,RFO,,Y,NG,RFO,,,,,,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3497,Big Brown,TX,Freestone,1,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,593.4,606,606,12,1971,2,2018,SUB,LIG,Y,Y,LIG,SUB,,,,,N,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3497,Big Brown,TX,Freestone,2,RE,Conventional Steam Coal,ST,IPP Non-CHP,2,593.4,602,602,12,1972,2,2018,SUB,LIG,Y,Y,LIG,SUB,,,,,N,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3502,Lake Creek,TX,McLennan,ST1,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,79.6,87,87,4,1953,12,2014,NG,DFO,,Y,NG,DFO,,,,,N,, , , , ,,,,,,
55983,Luminant Generation Company LLC,3502,Lake Creek,TX,McLennan,ST2,RE,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,236,230,230,7,1959,12,2014,NG,DFO,,Y,NG,DFO,,,,,N,, , , , ,,,,,,
6958,City of Garland - (TX),3574,C E Newman,TX,Dallas,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,18.7,17,17,5,1960,5,2005,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
6958,City of Garland - (TX),3574,C E Newman,TX,Dallas,4,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,18.7,18,18,6,1961,5,2005,NG,DFO,,Y,NG,DFO,,,,,,, , , , ,,,,,,
