OBJECTID,SPECIES,TAXONNAME,GENUS,CLASS,COMPCLASS,MAXDIAM,MORPHOLOGY_1,MORPHOLOGY_2,HABITAT_1,HABITAT_2,HABITAT_3,EXPOSED,HIGHENERGY,SAMOA,MARIANAS_,HAWAII,JOHNSTON,LINE,PHOENIX,WAKE,MARIANAS,KINGDOM,PHYLUM,S_ORDER,FAMILY,SCIENTIFIC_NAME,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,GENCODE,INACTIVE_FLAG_YN,NEW_SPECIES,ADU_FLAG_YN,JUV_FLAG_YN
137,LINA,Leptastrea inaequalis,Leptastrea,Anthozoa,Leptastrea,,massive,,many reef environments,,,No,No,No,No,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Leptastrea inaequalis,207471,"Klunzinger, 1879",Species,"WoRMS (2010). Leptastrea inaequalis Klunzinger, 1879. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207471 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Leptastrea (Genus) > Leptastrea inaequalis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207471,LEPT,0,,0,0
138,LINC,Leptoseris incrustans,Leptoseris,Anthozoa,Leptoseris,,encrusting,laminar,shallow reef environments,,,No,No,Yes,Yes,Yes,Yes,No,No,No,Octocoral,Animalia,Cnidaria,Scleractinia,Agariciidae,Leptoseris incrustans,207279,(Quelch),Species,WoRMS (2010). Leptoseris incrustans. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207279 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Leptoseris (Genus) > Leptoseris incrustans (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207279,LESP,0,,0,0
139,LMYC,Leptoseris mycetoseroides,Leptoseris,Anthozoa,Leptoseris,,encrusting,laminar,protected reef environments,reef slopes,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Agariciidae,Leptoseris mycetoseroides,207283,"Wells, 1954",Species,WoRMS (2010). Leptoseris mycetoseroides. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207283 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Leptoseris (Genus) > Leptoseris mycetoseroides (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207283,LESP,0,,0,0
140,LOBP,Lobophytum sp,Lobophytum,Anthozoa,Octocoral,,stalked/lobate,,shallow reef environments,upper reef slopes,,No,No,Yes,Yes,No,,Yes,Yes,Yes,Other,Animalia,Cnidaria,Alcyonacea,Alcyoniidae,,,,Genus,,,,LOBP,-1,,0,0
141,LOBS,Lobophyllia sp,Lobophyllia,Anthozoa,Lobophyllia,,encrusting,massive,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Mussidae,Lobophyllia sp,205310,,Genus,,,,LOBS,0,,-1,-1
142,LOSY,Lobophyllia/Symphyllia,,Anthozoa,Lobophyllia/Symphyllia,,encrusting,massive,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Leptastrea,Animalia,Cnidaria,Scleractinia,,,,,,,,,LOSY,-1,,0,0
143,LPAP,Leptoseris papyracea,Leptoseris,Anthozoa,Leptoseris,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Agariciidae,Leptoseris papyracea,207278,"(Dana, 1846)",Species,"WoRMS (2010). Leptoseris papyracea (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207278 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Leptoseris (Genus) > Leptoseris papyracea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207278,LESP,0,,0,0
144,LPHY,Leptoria phrygia,Leptoria,Anthozoa,Leptoria,,massive,,many reef environments,upper reef slopes,,No,No,Yes,Yes,No,No,Yes,No,Yes,Leptastrea,Animalia,Cnidaria,Scleractinia,Merulinidae,Leptoria phrygia,207477,"(Ellis & Solander, 1786)",Species,"WoRMS (2010). Leptoria phrygia (Ellis & Solander, 1786). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207477 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Leptoria (Genus) > Leptoria phrygia (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207477,LEPS,0,,-1,0
145,LPRU,Leptastrea pruinosa,Leptastrea,Anthozoa,Leptastrea,,encrusting,,shallow reef environments,,,No,No,Yes,No,Yes,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Leptastrea pruinosa,207472,"Crossland, 1952",Species,"WoRMS (2010). Leptastrea pruinosa Crossland, 1952. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207472 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Leptastrea (Genus) > Leptastrea pruinosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207472,LEPT,0,,0,0
146,LPUR,Leptastrea purpurea,Leptastrea,Anthozoa,Leptastrea,,encrusting,,many reef environments,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Leptastrea,Animalia,Cnidaria,Scleractinia,Faviidae,Leptastrea purpurea,207470,"(Dana, 1846)",Species,"WoRMS (2010). Leptastrea purpurea (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207470 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Leptastrea (Genus) > Leptastrea purpurea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207470,LEPT,0,,-1,0
147,LSCA,Leptoseris scabra,Leptoseris,Anthozoa,Leptoseris,,encrusting,,walls/under overhangs,,,No,No,Yes,No,Yes,Yes,Yes,No,No,Montipora,Animalia,Cnidaria,Scleractinia,Agariciidae,Leptoseris scabra,207282,"Vaughan, 1907",Species,WoRMS (2010). Leptoseris scabra. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207282 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Leptoseris (Genus) > Leptoseris scabra (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207282,LESP,0,,0,0
148,LTRA,Leptastrea transversa,Leptastrea,Anthozoa,Leptastrea,,encrusting,,many reef environments,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Leptastrea transversa,207474,"Klunzinger, 1879",Species,WoRMS (2010). Leptastrea transversa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207474 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Leptastrea (Genus) > Leptastrea transversa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207474,LEPT,0,,0,0
149,MAEQ,Montipora aequituberculata,Montipora,Anthozoa,Montipora,,encrusting,foliaceous,shallow reef environments,,,No,No,Yes,No,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora aequituberculata,207144,"Bernard, 1897",Species,"WoRMS (2010). Montipora aequituberculata Bernard, 1897. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207144 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora aequituberculata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207144,MOSP,0,,0,0
150,MAMP,Merulina ampliata,Merulina,Anthozoa,Merulina,,laminar,branching,many reef environments,lagoons,,No,No,Yes,Yes,No,No,Yes,No,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Merulinidae,Merulina ampliata,207407,"(Ellis & Solander, 1786)",Species,"WoRMS (2010). Merulina ampliata (Ellis & Solander, 1786). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207407 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Merulinidae (Family) > Merulina (Genus) > Merulina ampliata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207407,MESP,0,,0,0
151,MANG,Montipora angulata,Montipora,Anthozoa,Montipora,0,encrusting,sub-branching,shallow-deep,,,,,Yes,,,,,,,,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora angulata,287691,"(Lamarck, 1816)",Species,WoRMS (2010). Montipora angulata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287691 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora angulata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287691,MOSP,0,,0,0
152,MANN,Montastraea annuligera,Montastraea,Anthozoa,Montastraea,,encrusting,,protected reef environments,lagoons,,No,No,Yes,No,No,No,Yes,Yes,No,Montipora,Animalia,Cnidaria,Scleractinia,Faviidae,Montastraea annuligera,207484,"(Milne Edwards & Haime, 1849)",Species,"WoRMS (2010). Montastraea annuligera (Milne Edwards & Haime, 1849). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207484 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Montastraea (Genus) > Montastraea annuligera (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207484,MONS,0,,0,0
153,MCAL,Montipora caliculata,Montipora,Anthozoa,Montipora,,massive,,many reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora caliculata,287696,"(Dana, 1846)",Species,WoRMS (2010). Montipora caliculata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287696 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora caliculata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287696,MOSP,0,,-1,0
154,MCAP,Montipora capitata,Montipora,Anthozoa,Montipora,,encrusting,branching,shallow reef environments,,,No,No,Yes,No,Yes,Yes,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora capitata,287697,"Dana, 1846",Species,WoRMS (2010). Montipora capitata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287697 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora capitata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287697,MOSP,0,,0,0
155,MCUR,Montastraea curta,Montastraea,Anthozoa,Montastraea,,massive,columnar,shallow reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Montastraea curta,207481,"(Dana, 1846)",Species,"WoRMS (2010). Montastraea curta (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207481 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Montastraea (Genus) > Montastraea curta (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207481,MONS,-1,ACUR,0,0
156,MCYL,Millepora cylindrica,Millepora,Hydrozoa,Millepora,,branching,encrusting,many reef environments,,,,,Yes,No,No,No,No,No,No,Montipora,Animalia,Cnidaria,Anthoathecata,,Millepora cylindrica,0,,Species,,,,MISP,0,,0,0
157,MDIC,Millepora dichotoma,Millepora,Hydrozoa,Millepora,,branching,encrusting,many reef environments,,,,,Yes,No,No,No,No,No,No,Montipora,Animalia,Cnidaria,Anthoathecata,Milleporidae,Millepora dichotoma,210733,"(Forsskål, 1775)",Species,"Schuchert, P. (2011). Millepora dichotoma (Forsskål, 1775). In: Schuchert, P. World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=210733 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Hydrozoa (Class) > Hydroidolina (Subclass) > Anthoathecata (Order) > Capitata (Suborder) > Milleporidae (Family) > Millepora (Genus) > Millepora dichotoma (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=210733,MISP,0,,0,0
158,MDIN,Montipora dilatata,Montipora,Anthozoa,Montipora,,encrusting,branching,shallow subtidal communities,,,No,No,No,No,Yes,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora dilatata,411235,"Studer, 1901",Species,"WoRMS (2010). Montipora dilatata Studer, 1901. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=411235 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora dilatata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411235,MOSP,0,,0,0
159,MEHR,Montipora ehrenbergi,Montipora,Anthozoa,Montipora,,encrusting,,reef flats,,,,,Yes,No,No,No,No,No,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora ehrenbergi,207155,,Species,WoRMS (2010). Montipora ehrenbergi. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207155 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora ehrenbergi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207155,MOSP,0,,0,0
160,MELE,Mycedium elephantotus,Mycedium,Anthozoa,Mycedium,,laminar,encrusting,protected reef environments,,,No,No,Yes,No,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Pectiniidae,Mycedium elephantotus,207373,"(Pallas, 1766)",Species,"WoRMS (2010). Mycedium elephantotus (Pallas, 1766). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207373 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pectiniidae (Family) > Mycedium (Genus) > Mycedium elephantotus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207373,MYSP,0,,0,0
161,MELS,Montipora elschneri,Montipora,Anthozoa,Montipora,,encrusting,,,,,,,Yes,No,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora elschneri,207181,"Vaughan, 1918",Species,"WoRMS (2010). Montipora elschneri Vaughan, 1918. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207181 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora elschneri (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207181,MOSP,0,,0,0
162,MESC,Merulina/Scapophyllia,,Anthozoa,Merulina/Scapophyllia,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,MESC,-1,,0,0
163,MESP,Merulina sp,Merulina,Anthozoa,Merulina,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Merulinidae,Merulina sp,206610,,Genus,,,,MESP,0,,-1,-1
164,MEXA,Millepora exaesa,Millepora,Hydrozoa,Millepora,,branching,encrusting,many reef environments,,,,,Yes,No,No,No,No,No,Yes,Montipora,Animalia,Cnidaria,Anthoathecata,Milleporidae,Millepora exaesa,210728,"(Forsskål, 1775)",Species,"Schuchert, P. (2011). Millepora exaesa (Forsskål, 1775). In: Schuchert, P. World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=210728 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Hydrozoa (Class) > Hydroidolina (Subclass) > Anthoathecata (Order) > Capitata (Suborder) > Milleporidae (Family) > Millepora (Genus) > Millepora exaesa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=210728,MISP,0,,0,0
165,MFLA,Montipora flabellata,Montipora,Anthozoa,Montipora,,encrusting,,shallow reef environments,,,No,No,No,No,Yes,No,Yes,No,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora flabellata,207174,Studer,Species,WoRMS (2010). Montipora flabellata Studer. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207174 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora flabellata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207174,MOSP,0,,0,0
166,MFLO,Montipora floweri,Montipora,Anthozoa,Montipora,,submassive,,upper reef slopes,,,No,No,Yes,No,No,No,No,No,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora floweri,287707,"Wells, 1954",Species,"WoRMS (2010). Montipora floweri Wells, 1954. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287707 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora floweri (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287707,MOSP,0,,0,0
167,MFOV,Montipora foveolata,Montipora,Anthozoa,Montipora,,massive,laminar,many reef environments,,,No,No,Yes,No,No,No,Yes,Yes,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora foveolata,207133,"(Dana, 1846)",Species,"WoRMS (2010). Montipora foveolata (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207133 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora foveolata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207133,MOSP,0,,0,0
168,MGRI,Montipora grisea,Montipora,Anthozoa,Montipora,,encrusting,laminar,upper reef slopes,,,No,No,Yes,No,No,No,No,No,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora grisea,287709,"Bernard, 1897",Species,"WoRMS (2010). Montipora grisea Bernard, 1897. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287709 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora grisea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287709,MOSP,0,,0,0
169,MHOF,Montipora hoffmeisteri,Montipora,Anthozoa,Montipora,,laminar,,many reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora hoffmeisteri,287713,"Wells, 1954",Species,"WoRMS (2010). Montipora hoffmeisteri Wells, 1954. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287713 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora hoffmeisteri (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287713,MOSP,0,,0,0
170,MINC,Montipora incrassata,Montipora,Anthozoa,Montipora,,laminar,branching,upper reef slopes,,,No,No,No,Yes,Yes,No,Yes,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora incrassata,287714,"(Dana, 1846)",Species,"WoRMS (2010). Montipora incrassata (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287714 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora incrassata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287714,MOSP,0,,-1,0
171,MISP,Millepora sp,Millepora,Hydrozoa,Millepora,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Montipora,Animalia,Cnidaria,Anthoathecata,Milleporidae,Millepora sp,205902,,Genus,,,,MISP,0,,-1,-1
172,MITU,Millepora tuberosa,Millepora,Hydrozoa,Millepora,,branching,encrusting,many reef environments,,,,,Yes,Yes,No,No,No,No,No,Montipora,Animalia,Cnidaria,Anthoathecata,Milleporidae,Millepora tuberosa,210732,"Boschma, 1966",Species,"Schuchert, P. (2011). Millepora tuberosa Boschma, 1966. In: Schuchert, P. World Hydrozoa database. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=210732 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Hydrozoa (Class) > Hydroidolina (Subclass) > Anthoathecata (Order) > Capitata (Suborder) > Milleporidae (Family) > Millepora (Genus) > Millepora tuberosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=210732,MISP,0,,0,0
173,MLOB,Montipora lobulata,Montipora,Anthozoa,Montipora,,submassive,,shallow reef environments,,,No,No,Yes,No,No,No,No,No,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora lobulata,207141,Bernard,Species,WoRMS (2010). Montipora lobulata Bernard. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207141 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora lobulata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207141,MOSP,0,,0,0
174,MMON,Montipora monasteriata,Montipora,Anthozoa,Montipora,,massive,laminar,upper reef slopes,,,No,No,Yes,No,No,No,Yes,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora monasteriata,207153,"(Forskal, 1775)",Species,WoRMS (2010). Montipora monasteriata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207153 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora monasteriata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207153,MOSP,0,,0,0
175,MNOD,Montipora nodosa,Montipora,Anthozoa,Montipora,,massive,laminar,shallow reef environments,,,No,No,Yes,No,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora nodosa,287719,"(Dana, 1846)",Species,"WoRMS (2010). Montipora nodosa (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287719 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora nodosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287719,MOSP,0,,0,0
176,MOAS,Montipora/Astreopora,,Anthozoa,Montipora/Astreopora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Montipora,Animalia,Cnidaria,Scleractinia,,,,,,,,,MOAS,-1,,0,0
177,MONS,Montastraea sp,Montastraea,Anthozoa,Montastraea,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Faviidae,,,,Genus,,,,MONS,0,,0,0
178,MOSP,Montipora sp,Montipora,Anthozoa,Montipora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora sp,203834,,Genus,,,,MOSP,0,,-1,-1
179,MOVE,Montipora venosa,Montipora,Anthozoa,Montipora,,massive,,many reef environments,,,No,No,No,No,No,No,Yes,Yes,No,Montipora,Animalia,Cnidaria,Scleractinia,Acroporidae,Montipora venosa,207139,(Ehrenberg),Species,WoRMS (2010). Montipora venosa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207139 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Montipora (Genus) > Montipora venosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207139,MOSP,0,,0,0
