OBJECTID,SPECIES,TAXONNAME,GENUS,CLASS,COMPCLASS,MAXDIAM,MORPHOLOGY_1,MORPHOLOGY_2,HABITAT_1,HABITAT_2,HABITAT_3,EXPOSED,HIGHENERGY,SAMOA,MARIANAS_,HAWAII,JOHNSTON,LINE,PHOENIX,WAKE,MARIANAS,KINGDOM,PHYLUM,S_ORDER,FAMILY,SCIENTIFIC_NAME,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,GENCODE,INACTIVE_FLAG_YN,NEW_SPECIES,ADU_FLAG_YN,JUV_FLAG_YN
82,FFLE,Favites flexuosa,Favites,Anthozoa,Favites,,massive,encrusting,many reef environments,rocky foreshores,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Favites flexuosa,207444,"Dana, 1846",Species,"WoRMS (2010). Favites flexuosa Dana, 1846. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207444 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Favites (Genus) > Favites flexuosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207444,FAVS,0,,0,0
83,FFUN,Fungia fungites,Fungia,Anthozoa,Fungia,0,solitary,,,,,,,Yes,,,,Yes,Yes,,,Animalia,Cnidaria,Scleractinia,Fungiidae,Fungia fungites,207350,"(Linnaeus, 1758)",Species,"WoRMS (2010). Fungia fungites (Linnaeus, 1758). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207350 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Fungiidae (Family) > Fungia (Genus) > Fungia fungites (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207350,FUSP,0,,0,0
237,PMON,Porites monticulosa,Porites,Anthozoa,Porites,,massive,columnar,shallow reef environments,,,No,No,Yes,Yes,Yes,No,No,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Poritidae,Porites monticulosa,367816,"Dana, 1846",Species,WoRMS (2010). Porites monticulosa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=367816 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites monticulosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=367816,POSP,0,,-1,0
238,PMOR,Porites mordax,Porites,Anthozoa,Porites,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Poritidae,Porites mordax,207240,Dana,Species,WoRMS (2010). Porites mordax Dana. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207240 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites mordax (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207240,POSP,0,,0,0
239,PMUR,Porites murrayensis,Porites,Anthozoa,Porites,0,massive,,finging reef,forereef,,yes,Yes,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Poritidae,Porites murrayensis,207232,Vaughan,Species,WoRMS (2010). Porites murrayensis Vaughan. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207232 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites murrayensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207232,POSP,0,,0,0
240,PNIE,Psammocora nierstraszi,Psammocora,Anthozoa,Psammocora,,massive,,strong wave action environments,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora nierstraszi,207261,"van der Horst, 1921",Species,"WoRMS (2010). Psammocora nierstraszi van der Horst, 1921. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207261 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora nierstraszi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207261,PSSP,0,,-1,0
342,ISSP,Isopora sp,Isopora,Anthozoa,Isopora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Isopora,Animalia,Cnidaria,Scleractinia,Acroporidae,,,,Genus,,,,ISSP,0,,-1,-1
343,ICUN,Isopora cuneata,Isopora,Anthozoa,Isopora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Isopora,Animalia,Cnidaria,Scleractinia,Acroporidae,Isopora cuneata,,,Species,,,,ISSP,0,,0,0
423,BARS,Barabattoia sp,Barabattoia,Anthozoa,,,,,,,,,,,,,,,,,,Animalia ,Cnidaria,Scleractinia,,,,,Genus,,,,BARS,0,,0,0
424,CTSP,Ctenactis sp,Ctenactis,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia ,Cnidaria,Scleractinia,Fungiidae,,,,Genus,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206403,CTSP,0,,-1,-1
425,PLER,Plerogyra sp,Plerogyra,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia ,Cnidaria,Scleractinia,,,,,Genus,,,,PLER,0,,-1,-1
426,POLY,Polyphyllia sp,Polyphyllia,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia ,Cnidaria,Scleractinia,,,,,Genus,,,,POLY,0,,-1,-1
427,SPUN,Stylaraea punctata,Stylaraea,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,,Stylaraea punctata,212178,,Species,,,,STYP,0,,-1,0
428,STYP,Stylaraea sp,Stylaraea,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia ,Cnidaria,Scleractinia,,,,,Genus,,,,STYP,0,,0,-1
429,AHEM,Acanthastrea hemprichii,Acanthastrea,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acanthastrea hemprichii,,,Species,,,,ACAS,0,,0,0
430,AISH,Acanthastrea ishigakiensis,Acanthastrea,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acanthastrea ishigakiensis,,,Species,,,,ACAS,0,,0,0
431,AACU,Acropora aculeus,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora aculeus,,,Species,,,,ACSP,0,,0,0
432,ACAC,Acropora acuminata,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora acuminata,207020,"(Verrill, 1864)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Acropora acuminata (Verrill, 1864). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=207020 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207020,ACSP,0,,0,0
434,ADON,Acropora donei,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora donei,,,Species,,,,ACSP,0,,0,0
435,AGLO,Acropora globiceps,Acropora,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora globiceps,430645,"(Dana, 1846)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Acropora globiceps (Dana, 1846). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=430645 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=430645,ACSP,0,,-1,0
436,AJAC,Acropora jacquelinae,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora jacquelinae,,,Species,,,,ACSP,0,,0,0
437,AMIC,Acropora microclados,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora microclados,,,Species,,,,ACSP,0,,0,0
438,ARET,Acropora retusa,Acropora,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora retusa,430653,"(Dana, 1846)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Acropora retusa (Dana, 1846). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=430653 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=430653,ACSP,0,,-1,0
439,ARUD,Acropora rudis,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora rudis,,,Species,,,,ACSP,0,,0,0
440,ASPE,Acropora speciosa,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora speciosa,,,Species,,,,ACSP,0,,0,0
441,AVAU,Acropora vaughani,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora vaughani,,,Species,,,,ACSP,0,,0,0
442,ALVE,Alveopora verrilliana,Alveopora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Alveopora verrilliana,,,Species,,,,ALSP,0,,0,0
444,CMAY,Coeloseris mayeri,Coeloseris,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Coeloseris mayeri,,,Species,,,,COES,0,,0,0
445,CWEL,Coscinaraea wellsi,Coscinaraea,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Coscinaraea wellsi,,,Species,,,,COSP,0,,0,0
446,ECHM,Echinomorpha sp,Echinomorpha,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,ECHM,0,,0,0
448,GAAS,Galaxea astreata,Galaxea,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Galaxea astreata,,,Species,,,,GASP,0,,0,0
449,GHOR,Galaxea horrescens,Galaxea,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Galaxea horrescens,,,Species,,,,GASP,0,,0,0
450,MSCA,Merulina scabricula,Merulina,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Merulinidae,Merulina scabricula,289198,"Dana, 1846",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Merulina scabricula Dana, 1846. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=289198 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=289198,MESP,0,,0,0
451,PRUG,Pachyseris rugosa,Pachyseris,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Pachyseris rugosa,,,Species,,,,PACS,0,,0,0
452,PARS,Paraclavarina sp,Paraclavarina,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,PARS,0,,0,0
453,PDEC,Pavona decussata,Pavona,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Pavona decussata,,,Species,,,,PAVS,0,,0,0
454,PDIF,Pavona diffluens,Pavona,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona diffluens,207295,"(Lamarck, 1816)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Pavona diffluens (Lamarck, 1816). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=207295 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207295,PAVS,0,,-1,0
456,PLAT,Porites latistella,Porites,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Porites latistella,,,Species,,,,POSP,0,,0,0
457,SSUB,Stylophora subseriata,Stylophora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Stylophora subseriata,,,Species,,,,STYS,0,,0,0
458,TMES,Turbinaria mesenterina,Turbinaria,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Turbinaria mesenterina,,,Species,,,,TURS,0,,0,0
471,DHEL,Diploastrea heliopora,Diploastrea,Anthozoa,Diploastrea,,massive,,many reef environments,,,,,Yes,Yes,No,No,No,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Diploastrea heliopora,207417,"(Lamarck, 1816)",Species,"WoRMS (2010). Diploastrea heliopora (Lamarck, 1816). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207417 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Diploastrea (Genus) > Diploastrea heliopora (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207417,DISP,0,,-1,0
341,HMAL,Heteractis malu,Heteractis,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Actiniaria,Stichodactylidae,Heteractis malu,290091,"Haddon &Shackleton, 1893",Species,,,,HETS,0,,0,0
362,SEDM,Sarcothelia edmondsoni,Sarcothelia,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Alcyoniidae,Xeniidae,Sarcothelia edmondsoni,,,Species,,,,SRSP,-1,,0,0
23,ANAS,Acropora nasuta,Acropora,Anthozoa,Acropora,,branching,,upper reef slopes,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora nasuta,207009,"(Dana, 1846)",Species,"WoRMS (2010). Acropora nasuta (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207009 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora nasuta (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207009,ACSP,0,,0,0
70,EGEM,Echinopora gemmacea,Echinopora,Anthozoa,Echinopora,0,laminar,foliose,deeper reef environs,,,,,Yes,,,,,,,,Animalia,Cnidaria,Scleractinia,Faviidae,Echinopora gemmacea,207418,"(Lamarck, 1816)",Species,"WoRMS (2010). Echinopora gemmacea (Lamarck, 1816). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207418 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Echinopora (Genus) > Echinopora gemmacea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207418,ECHP,0,,0,0
553,PFRO,Pavona frondifera,Pavona,Anthozoa,Pavona,,,,,,,,,Yes,No,No,No,,,No,,Animalia,Cnidaria,Scleractinia,,,,,,,,,PAVS,0,,-1,0
552,APUL,Acropora pulchra,Acropora,Anthozoa,,,,,,,,,,Yes,,,,,,,,Animalia,Cnidaria,Scleractinia,Acroporidae,,,,,,,,ACSP,,,-1,0
422,PESP,Pectinia sp,Pectinia,Anthozoa,,,,,,,,,,,,,,,,,,Animalia ,Cnidaria,Scleractinia,Merulinidae,,,,Genus,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=205685,PESP,0,,0,0
455,PLVE,Plesiastrea versipora,Plesiastrea,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Plesiastreidae,Plesiastrea versipora,207494,"(Lamarck, 1816)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Plesiastrea versipora (Lamarck, 1816). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=207494 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207494,PLES,0,,-1,0
402,APAL,Acropora palifera,Acropora,Anthozoa,Acropora,,,,,,,,,,,,,,,,Acropora,Animalia ,Cnidaria,Scleractinia,Acroporidae,Acropora palifera,207037,"(Lamarck, 1816)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Acropora palifera (Lamarck, 1816). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=207037 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207037,ACSP,-1,,0,0
443,CASP,Caulastrea sp,Caulastrea,Anthozoa,,,,,,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,CASP,0,,-1,-1
433,AASP,Acropora aspera,Acropora,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Acropora aspera,,,Species,,,,ACSP,0,,0,0
459,TPEL,Turbinaria peltata,Turbinaria,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Turbinaria peltata,,,Species,,,,TURS,0,,0,0
447,ECRI,Euphyllia cristata,Euphyllia,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Euphylliidae,Euphyllia cristata,289214,"Chevalier, 1971",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Euphyllia cristata Chevalier, 1971. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=289214 on 2019-01-17",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=289214,EUSP,0,,0,0
76,FASP,Favia sp,Favia,Anthozoa,Favia,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Faviidae,Favia sp,718691,,Genus,,,,FASP,0,,-1,-1
507,EPAR,Euphyllia paradivisa,Euphyllia,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Euphyllia paradivisa,207615,"Veron, 1990",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Euphyllia paradivisa Veron, 1990. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=207615 on 2019-01-17",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207615,EUSP,0,,-1,0
549,PMRC,Porites monticulosa/rus complex,Porites,Anthozoa,,,,,,,,,,Yes,,,,,,,,Animalia,Cnidaria,Scleractinia,Poritidae,,,,,,,,POSP,0,,-1,-1
551,PGWC,Pocillopora grandis/woodjonesi complex,Pocillopora,Anthozoa,,,,,,,,,,Yes,,,,,,,,Animalia,Cnidaria,Scleractinia,Pocilloporidae,,,,,,,,POCS,0,,-1,-1
550,PMVC,Pocillopora meandrina/verrucosa complex,Pocillopora,Anthozoa,,,,,,,,,,Yes,,,,,,,,Animalia,Cnidaria,Scleractinia,Pocilloporidae,,,,,,,,POCS,0,,-1,-1
490,HTCS,Heterocyathus sp,Heterocyathus,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,HTCS,0,,0,0
517,MASA,Madracis asanoi,Madracis,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Madracis asanoi,,,Species,,,,MASP,0,,0,0
513,PHSP,Phymastrea sp,Phymastrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,Merulinidae,,,,Genus,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=758192,PHSP,0,,-1,-1
489,HAEQ,Heterocyathus aequicostatus,Heterocyathus,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Heterocyathus aequicostatus,,,Species,,,,HTCS,0,,0,0
491,HCOC,Heteropsammia cochlea,Heteropsammia,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Heteropsammia cochlea,,,Species,,,,HTPS,0,,0,0
492,HTPS,Heteropsammia sp,Heteropsammia,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,HTPS,0,,0,0
493,LBOT,Leptastrea bottae,Leptastrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Leptastrea bottae,,,Species,,,,LEPT,0,,0,0
494,LISP,Lithophyllon sp,Lithophyllon,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,LISP,0,,0,0
495,LMOK,Lithophyllon mokai,Lithophyllon,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Lithophyllon mokai,,,Species,,,,LISP,0,,0,0
497,ABRE,Acanthastrea brevis,Acanthastrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,Lobophylliidae,Acanthastrea brevis,430639,"Milne Edwards & Haime, 1849",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Acanthastrea brevis Milne Edwards & Haime, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=430639 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=430639,ACAS,0,,0,0
498,AINT,Acropora intermedia,Acropora,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora intermedia,207035,"(Brook, 1891)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Acropora intermedia (Brook, 1891). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=207035 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207035,ACSP,0,,-1,0
118,HHSA,Halomitra/Herpolitha/Sandalolitha,,Anthozoa,Halomitra/Herpolitha/Sandalolitha,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,HHSA,-1,,0,0
499,AANN,Astrea annuligera,Astrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,Merulinidae,Astrea annuligera,762420,"Milne Edwards & Haime, 1849",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Astrea annuligera Milne Edwards & Haime, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=762420 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=762420,ASTS,0,,0,0
500,ACUR,Astrea curta,Astrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,Merulinidae,Astrea curta,762421,"Dana, 1846",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Astrea curta Dana, 1846. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=762421 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=762421,ASTS,0,,-1,0
501,ASTS,Astrea sp,Astrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,Merulinidae,Astrea sp,517592,,Genus,,,http://www.marinespecies.org/aphia.php?p=taxdetails&id=517592,ASTS,0,,-1,-1
502,CLAC,Cynarina lacrymalis,Cynarina,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Cynarina lacrymalis,,,Species,,,,CYNS,0,,0,0
503,CYNS,Cynarina sp,Cynarina,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,CYNS,0,,0,0
504,PGRA,Pocillopora grandis,Pocillopora,Anthozoa,Pocillopora,,branching,,many reef environments,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora grandis,206952,"Dana, 1846",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Pocillopora grandis Dana, 1846. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=206952 on 2019-01-15",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206952,POCS,0,,-1,0
505,AREG,Acanthastrea regularis,Acanthastrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Acanthastrea regularis,,,Species,,,,ACAS,0,,0,0
506,EPAC,Echinopora pacificus,Echinopora,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Echinopora pacificus,,,Species,,,,ECHP,0,,0,0
508,MAUS,Montipora australiensis,Montipora,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Montipora australiensis,,,Species,,,,MOSP,0,,0,0
509,PALS,Palauastrea sp,Palauastrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,PALS,0,,0,0
510,PRAM,Palauastrea ramosa,Palauastrea,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Palauastrea ramosa,,,Species,,,,PALS,0,,0,0
511,PARA,Parascolymia sp,Parascolymia,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,PARA,0,,0,0
512,PPAE,Pectinia paeonia,Pectinia,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Pectinia paeonia,,,Species,,,,PESP,0,,0,0
514,PNAP,Porites napopora,Porites,Anthozoa,,,,,,,,,,No,Yes,No,No,No,No,No,,Animalia,Cnidaria,Scleractinia,,Porites napopora,,,Species,,,,POSP,0,,0,0
515,STER,Steroenepthya sp,Steroenepthya,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,STER,0,,0,0
516,FAMI,Favia amicorum,Favia,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Favia amicorum,,,Species,,,,FASP,0,,0,0
518,MASP,Madracis sp,Madracis,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,,,,Genus,,,,MASP,0,,0,0
519,MKIR,Madracis kirbyi,Madracis,Anthozoa,,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,,Madracis kirbyi,,,Species,,,,MASP,0,,0,0
