db,indcode,isparent,indname,parentcode
hgyd,A020S07,False,国有控股工业企业主要经济指标,A020S
hgyd,A020S08,False,私营工业企业主要经济指标,A020S
hgyd,A020R,True,按登记注册类型分工业企业主要经济指标（2024-）,A02
hgyd,A020R01,False,国有控股工业企业主要经济指标,A020R
hgyd,A020R02,False,私营工业企业主要经济指标,A020R
hgyd,A020R03,False,股份制工业企业主要经济指标,A020R
hgyd,A020R04,False,外商及港澳台投资工业企业主要经济指标,A020R
hgyd,A020I,False,大中型工业企业主要经济指标,A02
hgyd,A020J,False,大中型国有控股工业企业主要经济指标,A02
hgyd,A020L,True,按行业分工业企业主要经济指标(2001-2002),A02
hgyd,A020L01,False,工业企业单位数,A020L
hgyd,A020L02,False,工业亏损企业单位数,A020L
hgyd,A020L03,False,工业企业流动资产平均余额,A020L
hgyd,A020L04,False,工业企业应收账款,A020L
hgyd,A020L05,False,工业企业产成品存货,A020L
hgyd,A020L06,False,工业企业资产总计,A020L
hgyd,A020L07,False,工业企业负债合计,A020L
hgyd,A020L08,False,工业企业主营业务收入,A020L
hgyd,A020L09,False,工业企业主营业务成本,A020L
hgyd,A020L0A,False,工业企业主营业务税金及附加,A020L
hgyd,A020L0B,False,工业企业营业费用,A020L
hgyd,A020L0C,False,工业企业管理费用,A020L
hgyd,A020L0D,False,工业企业财务费用,A020L
hgyd,A020L0E,False,工业企业利息净支出,A020L
hgyd,A020L0F,False,工业企业利润总额,A020L
hgyd,A020L0G,False,工业亏损企业亏损总额,A020L
hgyd,A020L0H,False,工业企业应交增值税,A020L
hgyd,A020M,True,按行业分工业企业主要经济指标(2003-2011),A02
hgyd,A020M01,False,工业企业单位数,A020M
hgyd,A020M02,False,工业亏损企业单位数,A020M
hgyd,A020M03,False,工业企业流动资产平均余额,A020M
hgyd,A020M04,False,工业企业应收账款,A020M
hgyd,A020M05,False,工业企业产成品存货,A020M
hgyd,A020M06,False,工业企业资产总计,A020M
hgyd,A020M07,False,工业企业负债合计,A020M
hgyd,A020M08,False,工业企业主营业务收入,A020M
hgyd,A020M09,False,工业企业主营业务成本,A020M
hgyd,A020M0A,False,工业企业主营业务税金及附加,A020M
hgyd,A020M0B,False,工业企业营业费用,A020M
hgyd,A020M0C,False,工业企业管理费用,A020M
hgyd,A020M0D,False,工业企业财务费用,A020M
hgyd,A020M0E,False,工业企业利息净支出,A020M
hgyd,A020M0F,False,工业企业利润总额,A020M
hgyd,A020M0G,False,工业企业亏损企业亏损总额,A020M
hgyd,A020M0H,False,工业企业应交增值税,A020M
hgyd,A020N,True,按行业分工业企业主要经济指标(2012-2017),A02
hgyd,A020N01,False,工业企业单位数,A020N
hgyd,A020N02,False,工业亏损企业单位数,A020N
hgyd,A020N03,False,工业企业流动资产合计,A020N
hgyd,A020N04,False,工业企业应收账款,A020N
hgyd,A020N05,False,工业企业存货,A020N
hgyd,A020N06,False,工业企业产成品存货,A020N
hgyd,A020N07,False,工业企业资产总计,A020N
hgyd,A020N08,False,工业企业负债合计,A020N
hgyd,A020N09,False,工业企业营业收入,A020N
hgyd,A020N0A,False,工业企业主营业务收入,A020N
hgyd,A020N0B,False,工业企业营业成本,A020N
hgyd,A020N0C,False,工业企业主营业务成本,A020N
hgyd,A020N0D,False,工业企业主营业务税金及附加,A020N
hgyd,A020N0E,False,工业企业销售费用,A020N
hgyd,A020N0F,False,工业企业管理费用,A020N
hgyd,A020N0G,False,工业企业财务费用,A020N
hgyd,A020N0H,False,工业企业利息支出,A020N
hgyd,A020N0I,False,工业企业利润总额,A020N
hgyd,A020N0J,False,工业亏损企业亏损总额,A020N
hgyd,A020N0K,False,工业企业应交增值税,A020N
hgyd,A020O,True,按行业分工业企业主要经济指标(2018-至今),A02
hgyd,A020O01,False,工业企业单位数,A020O
hgyd,A020O02,False,工业亏损企业单位数,A020O
hgyd,A020O03,False,工业企业流动资产合计,A020O
hgyd,A020O04,False,工业企业应收账款,A020O
hgyd,A020O05,False,工业企业存货,A020O
hgyd,A020O06,False,工业企业产成品存货,A020O
hgyd,A020O07,False,工业企业资产总计,A020O
hgyd,A020O08,False,工业企业负债合计,A020O
hgyd,A020O09,False,工业企业营业收入,A020O
hgyd,A020O0A,False,工业企业主营业务收入,A020O
hgyd,A020O0B,False,工业企业营业成本,A020O
hgyd,A020O0C,False,工业企业主营业务成本,A020O
hgyd,A020O0D,False,工业企业主营业务税金及附加,A020O
hgyd,A020O0E,False,工业企业销售费用,A020O
hgyd,A020O0F,False,工业企业管理费用,A020O
hgyd,A020O0G,False,工业企业财务费用,A020O
hgyd,A020O0H,False,工业企业利息支出,A020O
hgyd,A020O0I,False,工业企业投资收益,A020O
hgyd,A020O0J,False,工业企业营业利润,A020O
hgyd,A020O0K,False,工业企业利润总额,A020O
hgyd,A020O0L,False,工业亏损企业亏损总额,A020O
hgyd,A020O0M,False,工业企业应交增值税,A020O
hgyd,A020O0N,False,工业企业应收票据及应收账款,A020O
hgyd,A020O0O,False,工业企业利息费用,A020O
hgyd,A020O0P,False,工业企业所有者权益合计,A020O
hgyd,A020O0Q,False,工业企业平均用工人数,A020O
hgyd,A03,True,能源,""
hgyd,A0301,True,能源主要产品产量,A03
hgyd,A030101,False,原煤,A0301
hgyd,A030102,False,原油,A0301
hgyd,A030103,False,天然气,A0301
hgyd,A030104,False,煤层气,A0301
hgyd,A030105,False,液化天然气,A0301
hgyd,A030106,False,原油加工量,A0301
hgyd,A030107,False,汽油,A0301
hgyd,A030108,False,煤油,A0301
hgyd,A030109,False,柴油,A0301
hgyd,A03010A,False,燃料油,A0301
hgyd,A03010B,False,石脑油,A0301
hgyd,A03010C,False,液化石油气,A0301
hgyd,A03010D,False,石油焦,A0301
hgyd,A03010E,False,石油沥青,A0301
hgyd,A03010F,False,焦炭,A0301
hgyd,A03010G,False,发电量,A0301
hgyd,A03010H,False,火力发电量,A0301
hgyd,A03010I,False,水力发电量,A0301
hgyd,A03010J,False,核能发电量,A0301
hgyd,A03010K,False,风力发电量,A0301
hgyd,A03010L,False,太阳能发电量,A0301
hgyd,A03010M,False,煤气,A0301
hgyd,A04,True,固定资产投资(不含农户),""
hgyd,A0401,False,固定资产投资概况,A04
hgyd,A0402,False,固定资产投资增速,A04
hgyd,A0403,False,按行业分固定资产投资增速（2018-）,A04
hgyd,A0404,False,按登记注册类型分固定资产投资增速(-2023),A04
hgyd,A0405,False,按行业分民间固定资产投资增速,A04
hgyd,A0406,False,固定资产投资(不含农户)资金来源增速情况,A04
hgyd,A0407,False,分行业固定资产投资情况(2012-2017),A04
hgyd,A0408,False,分行业固定资产投资情况(2004-2011),A04
hgyd,A0409,False,按行业分固定资产投资情况(1998-2003),A04
hgyd,A040A,False,固定资产投资项目计划总投资增长情况,A04
hgyd,A040B,False,按登记注册类型分固定资产投资增速(2024-),A04
hgyd,A05,True,服务业生产指数,""
hgyd,A0501,False,服务业生产指数,A05
hgyd,A0E,True,城镇调查失业率,""
hgyd,A0E01,False,城镇调查失业率,A0E
hgyd,A06,True,房地产,""
hgyd,A0601,False,房地产开发投资情况,A06
hgyd,A0602,False,房地产开发投资实际到位资金,A06
hgyd,A0603,False,房地产土地开发与销售情况,A06
hgyd,A0604,False,房地产施工、竣工面积,A06
hgyd,A0605,False,商品住宅施工、竣工面积,A06
hgyd,A0606,False,办公楼施工、竣工面积,A06
hgyd,A0607,False,商业营业用房施工、竣工面积,A06
hgyd,A0608,False,商品房销售面积,A06
hgyd,A0609,False,商品房销售额,A06
hgyd,A060A,False,商品住宅销售面积,A06
hgyd,A060B,False,商品住宅销售额,A06
hgyd,A060C,False,办公楼销售面积,A06
hgyd,A060D,False,办公楼销售额,A06
hgyd,A060E,False,商业营业用房销售面积,A06
hgyd,A060F,False,商业营业用房销售额,A06
hgyd,A07,True,国内贸易,""
hgyd,A0701,False,社会消费品零售总额,A07
hgyd,A0702,False,按经营地分社会消费品零售总额,A07
hgyd,A0703,False,按消费类型分社会消费品零售总额,A07
hgyd,A0704,True,限上单位商品零售类值,A07
hgyd,A070401,False,粮油、食品、饮料、烟酒类,A0704
hgyd,A070402,False,服装鞋帽、针、纺织品类,A0704
hgyd,A070403,False,化妆品类,A0704
hgyd,A070404,False,金银珠宝类,A0704
hgyd,A070405,False,日用品类,A0704
hgyd,A070406,False,体育、娱乐用品类,A0704
hgyd,A070407,False,书报杂志类,A0704
hgyd,A070408,False,家用电器和音像器材类,A0704
hgyd,A070409,False,中西药品类,A0704
hgyd,A07040A,False,文化办公用品类,A0704
hgyd,A07040B,False,家具类,A0704
hgyd,A07040C,False,通讯器材类,A0704
hgyd,A07040D,False,石油及制品类,A0704
hgyd,A07040E,False,建筑及装潢材料类,A0704
hgyd,A07040F,False,汽车类,A0704
hgyd,A07040G,False,其他,A0704
hgyd,A0705,False,限额以上住宿和餐饮业经营情况(-2009),A07
hgyd,A0706,False,网上零售额,A07
hgyd,A0707,False,按零售业态分限额以上消费品零售额,A07
hgyd,A0708,False,服务零售额,A07
hgyd,A08,True,对外经济,""
hgyd,A0801,False,进出口总额,A08
hgyd,A0802,False,外商直接投资,A08
hgyd,A09,True,交通运输,""
hgyd,A0901,False,货物运输量,A09
hgyd,A0902,False,货物周转量,A09
hgyd,A0903,False,旅客运输量,A09
hgyd,A0904,False,旅客周转量,A09
hgyd,A0905,False,规模以上港口吞吐量（2005-2018）,A09
hgyd,A0906,False,全国港口货物吞吐量（2019-）,A09
hgyd,A0907,False,跨区域人员流动量,A09
hgyd,A0A,True,邮电通信,""
hgyd,A0A01,False,邮电业务总量,A0A
hgyd,A0A02,False,邮电业务收入,A0A
hgyd,A0A03,False,邮政业务量,A0A
hgyd,A0A04,False,电信业务量,A0A
hgyd,A0A05,False,软件业务收入,A0A
hgyd,A0B,True,采购经理指数,""
hgyd,A0B01,False,制造业采购经理指数,A0B
hgyd,A0B02,False,非制造业采购经理指数,A0B
hgyd,A0B03,False,综合PMI产出指数,A0B
hgyd,A0C,True,财政,""
hgyd,A0C01,False,国家财政预算收入,A0C
hgyd,A0C02,False,国家财政预算支出,A0C
hgyd,A0D,True,金融,""
hgyd,A0D01,False,货币供应量,A0D
